clip_name,clip_path,label
v_BenchPress_g08_c03,/train/BenchPress/v_BenchPress_g08_c03.avi,BenchPress
v_BenchPress_g14_c04,/train/BenchPress/v_BenchPress_g14_c04.avi,BenchPress
v_BenchPress_g07_c07,/train/BenchPress/v_BenchPress_g07_c07.avi,BenchPress
v_BenchPress_g24_c05,/train/BenchPress/v_BenchPress_g24_c05.avi,BenchPress
v_BenchPress_g06_c05,/train/BenchPress/v_BenchPress_g06_c05.avi,BenchPress
v_BenchPress_g06_c06,/train/BenchPress/v_BenchPress_g06_c06.avi,BenchPress
v_BenchPress_g17_c02,/train/BenchPress/v_BenchPress_g17_c02.avi,BenchPress
v_BenchPress_g16_c02,/train/BenchPress/v_BenchPress_g16_c02.avi,BenchPress
v_BenchPress_g02_c04,/train/BenchPress/v_BenchPress_g02_c04.avi,BenchPress
v_BenchPress_g03_c02,/train/BenchPress/v_BenchPress_g03_c02.avi,BenchPress
v_BenchPress_g07_c01,/train/BenchPress/v_BenchPress_g07_c01.avi,BenchPress
v_BenchPress_g08_c01,/train/BenchPress/v_BenchPress_g08_c01.avi,BenchPress
v_BenchPress_g03_c06,/train/BenchPress/v_BenchPress_g03_c06.avi,BenchPress
v_BenchPress_g17_c04,/train/BenchPress/v_BenchPress_g17_c04.avi,BenchPress
v_BenchPress_g13_c04,/train/BenchPress/v_BenchPress_g13_c04.avi,BenchPress
v_BenchPress_g16_c01,/train/BenchPress/v_BenchPress_g16_c01.avi,BenchPress
v_BenchPress_g23_c03,/train/BenchPress/v_BenchPress_g23_c03.avi,BenchPress
v_BenchPress_g25_c06,/train/BenchPress/v_BenchPress_g25_c06.avi,BenchPress
v_BenchPress_g17_c03,/train/BenchPress/v_BenchPress_g17_c03.avi,BenchPress
v_BenchPress_g02_c02,/train/BenchPress/v_BenchPress_g02_c02.avi,BenchPress
v_BenchPress_g20_c02,/train/BenchPress/v_BenchPress_g20_c02.avi,BenchPress
v_BenchPress_g12_c01,/train/BenchPress/v_BenchPress_g12_c01.avi,BenchPress
v_BenchPress_g09_c01,/train/BenchPress/v_BenchPress_g09_c01.avi,BenchPress
v_BenchPress_g12_c04,/train/BenchPress/v_BenchPress_g12_c04.avi,BenchPress
v_BenchPress_g25_c02,/train/BenchPress/v_BenchPress_g25_c02.avi,BenchPress
v_BenchPress_g06_c01,/train/BenchPress/v_BenchPress_g06_c01.avi,BenchPress
v_BenchPress_g15_c05,/train/BenchPress/v_BenchPress_g15_c05.avi,BenchPress
v_BenchPress_g24_c07,/train/BenchPress/v_BenchPress_g24_c07.avi,BenchPress
v_BenchPress_g24_c04,/train/BenchPress/v_BenchPress_g24_c04.avi,BenchPress
v_BenchPress_g15_c04,/train/BenchPress/v_BenchPress_g15_c04.avi,BenchPress
v_BenchPress_g22_c02,/train/BenchPress/v_BenchPress_g22_c02.avi,BenchPress
v_BenchPress_g09_c04,/train/BenchPress/v_BenchPress_g09_c04.avi,BenchPress
v_BenchPress_g24_c01,/train/BenchPress/v_BenchPress_g24_c01.avi,BenchPress
v_BenchPress_g06_c02,/train/BenchPress/v_BenchPress_g06_c02.avi,BenchPress
v_BenchPress_g17_c07,/train/BenchPress/v_BenchPress_g17_c07.avi,BenchPress
v_BenchPress_g11_c04,/train/BenchPress/v_BenchPress_g11_c04.avi,BenchPress
v_BenchPress_g08_c07,/train/BenchPress/v_BenchPress_g08_c07.avi,BenchPress
v_BenchPress_g21_c02,/train/BenchPress/v_BenchPress_g21_c02.avi,BenchPress
v_BenchPress_g23_c02,/train/BenchPress/v_BenchPress_g23_c02.avi,BenchPress
v_BenchPress_g07_c03,/train/BenchPress/v_BenchPress_g07_c03.avi,BenchPress
v_BenchPress_g01_c01,/train/BenchPress/v_BenchPress_g01_c01.avi,BenchPress
v_BenchPress_g03_c05,/train/BenchPress/v_BenchPress_g03_c05.avi,BenchPress
v_BenchPress_g21_c01,/train/BenchPress/v_BenchPress_g21_c01.avi,BenchPress
v_BenchPress_g17_c01,/train/BenchPress/v_BenchPress_g17_c01.avi,BenchPress
v_BenchPress_g24_c02,/train/BenchPress/v_BenchPress_g24_c02.avi,BenchPress
v_BenchPress_g04_c07,/train/BenchPress/v_BenchPress_g04_c07.avi,BenchPress
v_BenchPress_g01_c06,/train/BenchPress/v_BenchPress_g01_c06.avi,BenchPress
v_BenchPress_g05_c04,/train/BenchPress/v_BenchPress_g05_c04.avi,BenchPress
v_BenchPress_g06_c04,/train/BenchPress/v_BenchPress_g06_c04.avi,BenchPress
v_BenchPress_g10_c02,/train/BenchPress/v_BenchPress_g10_c02.avi,BenchPress
v_BenchPress_g04_c06,/train/BenchPress/v_BenchPress_g04_c06.avi,BenchPress
v_BenchPress_g04_c02,/train/BenchPress/v_BenchPress_g04_c02.avi,BenchPress
v_BenchPress_g20_c04,/train/BenchPress/v_BenchPress_g20_c04.avi,BenchPress
v_BenchPress_g19_c02,/train/BenchPress/v_BenchPress_g19_c02.avi,BenchPress
v_BenchPress_g10_c04,/train/BenchPress/v_BenchPress_g10_c04.avi,BenchPress
v_BenchPress_g19_c01,/train/BenchPress/v_BenchPress_g19_c01.avi,BenchPress
v_BenchPress_g23_c04,/train/BenchPress/v_BenchPress_g23_c04.avi,BenchPress
v_BenchPress_g09_c02,/train/BenchPress/v_BenchPress_g09_c02.avi,BenchPress
v_BenchPress_g18_c07,/train/BenchPress/v_BenchPress_g18_c07.avi,BenchPress
v_BenchPress_g19_c05,/train/BenchPress/v_BenchPress_g19_c05.avi,BenchPress
v_BenchPress_g24_c06,/train/BenchPress/v_BenchPress_g24_c06.avi,BenchPress
v_BenchPress_g13_c05,/train/BenchPress/v_BenchPress_g13_c05.avi,BenchPress
v_BenchPress_g03_c07,/train/BenchPress/v_BenchPress_g03_c07.avi,BenchPress
v_BenchPress_g14_c06,/train/BenchPress/v_BenchPress_g14_c06.avi,BenchPress
v_BenchPress_g06_c03,/train/BenchPress/v_BenchPress_g06_c03.avi,BenchPress
v_BenchPress_g22_c06,/train/BenchPress/v_BenchPress_g22_c06.avi,BenchPress
v_BenchPress_g17_c06,/train/BenchPress/v_BenchPress_g17_c06.avi,BenchPress
v_BenchPress_g13_c07,/train/BenchPress/v_BenchPress_g13_c07.avi,BenchPress
v_BenchPress_g14_c05,/train/BenchPress/v_BenchPress_g14_c05.avi,BenchPress
v_ApplyLipstick_g23_c04,/train/ApplyLipstick/v_ApplyLipstick_g23_c04.avi,ApplyLipstick
v_ApplyLipstick_g02_c02,/train/ApplyLipstick/v_ApplyLipstick_g02_c02.avi,ApplyLipstick
v_ApplyLipstick_g10_c02,/train/ApplyLipstick/v_ApplyLipstick_g10_c02.avi,ApplyLipstick
v_ApplyLipstick_g01_c03,/train/ApplyLipstick/v_ApplyLipstick_g01_c03.avi,ApplyLipstick
v_ApplyLipstick_g20_c01,/train/ApplyLipstick/v_ApplyLipstick_g20_c01.avi,ApplyLipstick
v_ApplyLipstick_g06_c03,/train/ApplyLipstick/v_ApplyLipstick_g06_c03.avi,ApplyLipstick
v_ApplyLipstick_g09_c03,/train/ApplyLipstick/v_ApplyLipstick_g09_c03.avi,ApplyLipstick
v_ApplyLipstick_g05_c03,/train/ApplyLipstick/v_ApplyLipstick_g05_c03.avi,ApplyLipstick
v_ApplyLipstick_g22_c06,/train/ApplyLipstick/v_ApplyLipstick_g22_c06.avi,ApplyLipstick
v_ApplyLipstick_g21_c01,/train/ApplyLipstick/v_ApplyLipstick_g21_c01.avi,ApplyLipstick
v_ApplyLipstick_g06_c02,/train/ApplyLipstick/v_ApplyLipstick_g06_c02.avi,ApplyLipstick
v_ApplyLipstick_g07_c04,/train/ApplyLipstick/v_ApplyLipstick_g07_c04.avi,ApplyLipstick
v_ApplyLipstick_g11_c01,/train/ApplyLipstick/v_ApplyLipstick_g11_c01.avi,ApplyLipstick
v_ApplyLipstick_g02_c01,/train/ApplyLipstick/v_ApplyLipstick_g02_c01.avi,ApplyLipstick
v_ApplyLipstick_g19_c02,/train/ApplyLipstick/v_ApplyLipstick_g19_c02.avi,ApplyLipstick
v_ApplyLipstick_g02_c04,/train/ApplyLipstick/v_ApplyLipstick_g02_c04.avi,ApplyLipstick
v_ApplyLipstick_g12_c05,/train/ApplyLipstick/v_ApplyLipstick_g12_c05.avi,ApplyLipstick
v_ApplyLipstick_g03_c04,/train/ApplyLipstick/v_ApplyLipstick_g03_c04.avi,ApplyLipstick
v_ApplyLipstick_g10_c04,/train/ApplyLipstick/v_ApplyLipstick_g10_c04.avi,ApplyLipstick
v_ApplyLipstick_g13_c01,/train/ApplyLipstick/v_ApplyLipstick_g13_c01.avi,ApplyLipstick
v_ApplyLipstick_g08_c01,/train/ApplyLipstick/v_ApplyLipstick_g08_c01.avi,ApplyLipstick
v_ApplyLipstick_g25_c01,/train/ApplyLipstick/v_ApplyLipstick_g25_c01.avi,ApplyLipstick
v_ApplyLipstick_g13_c02,/train/ApplyLipstick/v_ApplyLipstick_g13_c02.avi,ApplyLipstick
v_ApplyLipstick_g16_c03,/train/ApplyLipstick/v_ApplyLipstick_g16_c03.avi,ApplyLipstick
v_ApplyLipstick_g22_c03,/train/ApplyLipstick/v_ApplyLipstick_g22_c03.avi,ApplyLipstick
v_ApplyLipstick_g21_c05,/train/ApplyLipstick/v_ApplyLipstick_g21_c05.avi,ApplyLipstick
v_ApplyLipstick_g21_c04,/train/ApplyLipstick/v_ApplyLipstick_g21_c04.avi,ApplyLipstick
v_ApplyLipstick_g18_c02,/train/ApplyLipstick/v_ApplyLipstick_g18_c02.avi,ApplyLipstick
v_ApplyLipstick_g08_c02,/train/ApplyLipstick/v_ApplyLipstick_g08_c02.avi,ApplyLipstick
v_ApplyLipstick_g17_c04,/train/ApplyLipstick/v_ApplyLipstick_g17_c04.avi,ApplyLipstick
v_ApplyLipstick_g01_c02,/train/ApplyLipstick/v_ApplyLipstick_g01_c02.avi,ApplyLipstick
v_ApplyLipstick_g04_c05,/train/ApplyLipstick/v_ApplyLipstick_g04_c05.avi,ApplyLipstick
v_ApplyLipstick_g16_c02,/train/ApplyLipstick/v_ApplyLipstick_g16_c02.avi,ApplyLipstick
v_ApplyLipstick_g08_c04,/train/ApplyLipstick/v_ApplyLipstick_g08_c04.avi,ApplyLipstick
v_ApplyLipstick_g05_c01,/train/ApplyLipstick/v_ApplyLipstick_g05_c01.avi,ApplyLipstick
v_ApplyLipstick_g18_c04,/train/ApplyLipstick/v_ApplyLipstick_g18_c04.avi,ApplyLipstick
v_ApplyLipstick_g11_c02,/train/ApplyLipstick/v_ApplyLipstick_g11_c02.avi,ApplyLipstick
v_ApplyLipstick_g25_c03,/train/ApplyLipstick/v_ApplyLipstick_g25_c03.avi,ApplyLipstick
v_ApplyLipstick_g03_c02,/train/ApplyLipstick/v_ApplyLipstick_g03_c02.avi,ApplyLipstick
v_ApplyLipstick_g07_c01,/train/ApplyLipstick/v_ApplyLipstick_g07_c01.avi,ApplyLipstick
v_ApplyLipstick_g24_c05,/train/ApplyLipstick/v_ApplyLipstick_g24_c05.avi,ApplyLipstick
v_ApplyLipstick_g04_c04,/train/ApplyLipstick/v_ApplyLipstick_g04_c04.avi,ApplyLipstick
v_ApplyLipstick_g12_c01,/train/ApplyLipstick/v_ApplyLipstick_g12_c01.avi,ApplyLipstick
v_ApplyLipstick_g04_c01,/train/ApplyLipstick/v_ApplyLipstick_g04_c01.avi,ApplyLipstick
v_ApplyLipstick_g22_c04,/train/ApplyLipstick/v_ApplyLipstick_g22_c04.avi,ApplyLipstick
v_ApplyLipstick_g05_c05,/train/ApplyLipstick/v_ApplyLipstick_g05_c05.avi,ApplyLipstick
v_ApplyLipstick_g06_c04,/train/ApplyLipstick/v_ApplyLipstick_g06_c04.avi,ApplyLipstick
v_ApplyLipstick_g17_c01,/train/ApplyLipstick/v_ApplyLipstick_g17_c01.avi,ApplyLipstick
v_ApplyLipstick_g22_c02,/train/ApplyLipstick/v_ApplyLipstick_g22_c02.avi,ApplyLipstick
v_ApplyLipstick_g22_c07,/train/ApplyLipstick/v_ApplyLipstick_g22_c07.avi,ApplyLipstick
v_ApplyLipstick_g09_c02,/train/ApplyLipstick/v_ApplyLipstick_g09_c02.avi,ApplyLipstick
v_ApplyLipstick_g25_c02,/train/ApplyLipstick/v_ApplyLipstick_g25_c02.avi,ApplyLipstick
v_ApplyLipstick_g22_c05,/train/ApplyLipstick/v_ApplyLipstick_g22_c05.avi,ApplyLipstick
v_ApplyLipstick_g19_c03,/train/ApplyLipstick/v_ApplyLipstick_g19_c03.avi,ApplyLipstick
v_ApplyLipstick_g11_c04,/train/ApplyLipstick/v_ApplyLipstick_g11_c04.avi,ApplyLipstick
v_ApplyLipstick_g17_c02,/train/ApplyLipstick/v_ApplyLipstick_g17_c02.avi,ApplyLipstick
v_ApplyLipstick_g10_c01,/train/ApplyLipstick/v_ApplyLipstick_g10_c01.avi,ApplyLipstick
v_ApplyLipstick_g04_c03,/train/ApplyLipstick/v_ApplyLipstick_g04_c03.avi,ApplyLipstick
v_ApplyLipstick_g24_c02,/train/ApplyLipstick/v_ApplyLipstick_g24_c02.avi,ApplyLipstick
v_ApplyLipstick_g20_c05,/train/ApplyLipstick/v_ApplyLipstick_g20_c05.avi,ApplyLipstick
v_ApplyLipstick_g05_c02,/train/ApplyLipstick/v_ApplyLipstick_g05_c02.avi,ApplyLipstick
v_ApplyLipstick_g13_c03,/train/ApplyLipstick/v_ApplyLipstick_g13_c03.avi,ApplyLipstick
v_ApplyLipstick_g05_c04,/train/ApplyLipstick/v_ApplyLipstick_g05_c04.avi,ApplyLipstick
v_ApplyLipstick_g24_c03,/train/ApplyLipstick/v_ApplyLipstick_g24_c03.avi,ApplyLipstick
v_ApplyLipstick_g07_c03,/train/ApplyLipstick/v_ApplyLipstick_g07_c03.avi,ApplyLipstick
v_ApplyLipstick_g24_c01,/train/ApplyLipstick/v_ApplyLipstick_g24_c01.avi,ApplyLipstick
v_ApplyLipstick_g23_c02,/train/ApplyLipstick/v_ApplyLipstick_g23_c02.avi,ApplyLipstick
v_ApplyLipstick_g16_c01,/train/ApplyLipstick/v_ApplyLipstick_g16_c01.avi,ApplyLipstick
v_ApplyLipstick_g09_c01,/train/ApplyLipstick/v_ApplyLipstick_g09_c01.avi,ApplyLipstick
v_ApplyLipstick_g14_c02,/train/ApplyLipstick/v_ApplyLipstick_g14_c02.avi,ApplyLipstick
v_ApplyLipstick_g16_c04,/train/ApplyLipstick/v_ApplyLipstick_g16_c04.avi,ApplyLipstick
v_ApplyLipstick_g19_c04,/train/ApplyLipstick/v_ApplyLipstick_g19_c04.avi,ApplyLipstick
v_ApplyLipstick_g12_c02,/train/ApplyLipstick/v_ApplyLipstick_g12_c02.avi,ApplyLipstick
v_ApplyLipstick_g08_c03,/train/ApplyLipstick/v_ApplyLipstick_g08_c03.avi,ApplyLipstick
v_ApplyLipstick_g21_c03,/train/ApplyLipstick/v_ApplyLipstick_g21_c03.avi,ApplyLipstick
v_ApplyLipstick_g25_c04,/train/ApplyLipstick/v_ApplyLipstick_g25_c04.avi,ApplyLipstick
v_ApplyLipstick_g17_c03,/train/ApplyLipstick/v_ApplyLipstick_g17_c03.avi,ApplyLipstick
v_ApplyLipstick_g06_c01,/train/ApplyLipstick/v_ApplyLipstick_g06_c01.avi,ApplyLipstick
v_ApplyLipstick_g14_c04,/train/ApplyLipstick/v_ApplyLipstick_g14_c04.avi,ApplyLipstick
v_ApplyLipstick_g15_c05,/train/ApplyLipstick/v_ApplyLipstick_g15_c05.avi,ApplyLipstick
v_ApplyLipstick_g02_c03,/train/ApplyLipstick/v_ApplyLipstick_g02_c03.avi,ApplyLipstick
v_ApplyLipstick_g03_c03,/train/ApplyLipstick/v_ApplyLipstick_g03_c03.avi,ApplyLipstick
v_ApplyLipstick_g18_c01,/train/ApplyLipstick/v_ApplyLipstick_g18_c01.avi,ApplyLipstick
v_ApplyLipstick_g01_c01,/train/ApplyLipstick/v_ApplyLipstick_g01_c01.avi,ApplyLipstick
v_ApplyLipstick_g15_c03,/train/ApplyLipstick/v_ApplyLipstick_g15_c03.avi,ApplyLipstick
v_BabyCrawling_g18_c02,/train/BabyCrawling/v_BabyCrawling_g18_c02.avi,BabyCrawling
v_BabyCrawling_g06_c02,/train/BabyCrawling/v_BabyCrawling_g06_c02.avi,BabyCrawling
v_BabyCrawling_g22_c05,/train/BabyCrawling/v_BabyCrawling_g22_c05.avi,BabyCrawling
v_BabyCrawling_g04_c01,/train/BabyCrawling/v_BabyCrawling_g04_c01.avi,BabyCrawling
v_BabyCrawling_g05_c05,/train/BabyCrawling/v_BabyCrawling_g05_c05.avi,BabyCrawling
v_BabyCrawling_g21_c02,/train/BabyCrawling/v_BabyCrawling_g21_c02.avi,BabyCrawling
v_BabyCrawling_g14_c04,/train/BabyCrawling/v_BabyCrawling_g14_c04.avi,BabyCrawling
v_BabyCrawling_g11_c04,/train/BabyCrawling/v_BabyCrawling_g11_c04.avi,BabyCrawling
v_BabyCrawling_g22_c07,/train/BabyCrawling/v_BabyCrawling_g22_c07.avi,BabyCrawling
v_BabyCrawling_g24_c01,/train/BabyCrawling/v_BabyCrawling_g24_c01.avi,BabyCrawling
v_BabyCrawling_g15_c05,/train/BabyCrawling/v_BabyCrawling_g15_c05.avi,BabyCrawling
v_BabyCrawling_g21_c03,/train/BabyCrawling/v_BabyCrawling_g21_c03.avi,BabyCrawling
v_BabyCrawling_g16_c06,/train/BabyCrawling/v_BabyCrawling_g16_c06.avi,BabyCrawling
v_BabyCrawling_g18_c06,/train/BabyCrawling/v_BabyCrawling_g18_c06.avi,BabyCrawling
v_BabyCrawling_g23_c04,/train/BabyCrawling/v_BabyCrawling_g23_c04.avi,BabyCrawling
v_BabyCrawling_g02_c03,/train/BabyCrawling/v_BabyCrawling_g02_c03.avi,BabyCrawling
v_BabyCrawling_g02_c05,/train/BabyCrawling/v_BabyCrawling_g02_c05.avi,BabyCrawling
v_BabyCrawling_g16_c03,/train/BabyCrawling/v_BabyCrawling_g16_c03.avi,BabyCrawling
v_BabyCrawling_g18_c03,/train/BabyCrawling/v_BabyCrawling_g18_c03.avi,BabyCrawling
v_BabyCrawling_g03_c04,/train/BabyCrawling/v_BabyCrawling_g03_c04.avi,BabyCrawling
v_BabyCrawling_g06_c05,/train/BabyCrawling/v_BabyCrawling_g06_c05.avi,BabyCrawling
v_BabyCrawling_g23_c01,/train/BabyCrawling/v_BabyCrawling_g23_c01.avi,BabyCrawling
v_BabyCrawling_g15_c04,/train/BabyCrawling/v_BabyCrawling_g15_c04.avi,BabyCrawling
v_BabyCrawling_g02_c02,/train/BabyCrawling/v_BabyCrawling_g02_c02.avi,BabyCrawling
v_BabyCrawling_g09_c01,/train/BabyCrawling/v_BabyCrawling_g09_c01.avi,BabyCrawling
v_BabyCrawling_g09_c05,/train/BabyCrawling/v_BabyCrawling_g09_c05.avi,BabyCrawling
v_BabyCrawling_g09_c02,/train/BabyCrawling/v_BabyCrawling_g09_c02.avi,BabyCrawling
v_BabyCrawling_g07_c03,/train/BabyCrawling/v_BabyCrawling_g07_c03.avi,BabyCrawling
v_BabyCrawling_g21_c04,/train/BabyCrawling/v_BabyCrawling_g21_c04.avi,BabyCrawling
v_BabyCrawling_g12_c03,/train/BabyCrawling/v_BabyCrawling_g12_c03.avi,BabyCrawling
v_BabyCrawling_g24_c03,/train/BabyCrawling/v_BabyCrawling_g24_c03.avi,BabyCrawling
v_BabyCrawling_g22_c02,/train/BabyCrawling/v_BabyCrawling_g22_c02.avi,BabyCrawling
v_BabyCrawling_g24_c02,/train/BabyCrawling/v_BabyCrawling_g24_c02.avi,BabyCrawling
v_BabyCrawling_g05_c03,/train/BabyCrawling/v_BabyCrawling_g05_c03.avi,BabyCrawling
v_BabyCrawling_g10_c01,/train/BabyCrawling/v_BabyCrawling_g10_c01.avi,BabyCrawling
v_BabyCrawling_g17_c04,/train/BabyCrawling/v_BabyCrawling_g17_c04.avi,BabyCrawling
v_BabyCrawling_g10_c02,/train/BabyCrawling/v_BabyCrawling_g10_c02.avi,BabyCrawling
v_BabyCrawling_g12_c02,/train/BabyCrawling/v_BabyCrawling_g12_c02.avi,BabyCrawling
v_BabyCrawling_g04_c02,/train/BabyCrawling/v_BabyCrawling_g04_c02.avi,BabyCrawling
v_BabyCrawling_g05_c01,/train/BabyCrawling/v_BabyCrawling_g05_c01.avi,BabyCrawling
v_BabyCrawling_g15_c03,/train/BabyCrawling/v_BabyCrawling_g15_c03.avi,BabyCrawling
v_BabyCrawling_g07_c04,/train/BabyCrawling/v_BabyCrawling_g07_c04.avi,BabyCrawling
v_BabyCrawling_g06_c03,/train/BabyCrawling/v_BabyCrawling_g06_c03.avi,BabyCrawling
v_BabyCrawling_g08_c02,/train/BabyCrawling/v_BabyCrawling_g08_c02.avi,BabyCrawling
v_BabyCrawling_g04_c04,/train/BabyCrawling/v_BabyCrawling_g04_c04.avi,BabyCrawling
v_BabyCrawling_g19_c03,/train/BabyCrawling/v_BabyCrawling_g19_c03.avi,BabyCrawling
v_BabyCrawling_g20_c02,/train/BabyCrawling/v_BabyCrawling_g20_c02.avi,BabyCrawling
v_BabyCrawling_g05_c04,/train/BabyCrawling/v_BabyCrawling_g05_c04.avi,BabyCrawling
v_BabyCrawling_g07_c02,/train/BabyCrawling/v_BabyCrawling_g07_c02.avi,BabyCrawling
v_BabyCrawling_g04_c03,/train/BabyCrawling/v_BabyCrawling_g04_c03.avi,BabyCrawling
v_BabyCrawling_g25_c04,/train/BabyCrawling/v_BabyCrawling_g25_c04.avi,BabyCrawling
v_BabyCrawling_g16_c02,/train/BabyCrawling/v_BabyCrawling_g16_c02.avi,BabyCrawling
v_BabyCrawling_g20_c06,/train/BabyCrawling/v_BabyCrawling_g20_c06.avi,BabyCrawling
v_BabyCrawling_g06_c01,/train/BabyCrawling/v_BabyCrawling_g06_c01.avi,BabyCrawling
v_BabyCrawling_g19_c05,/train/BabyCrawling/v_BabyCrawling_g19_c05.avi,BabyCrawling
v_BabyCrawling_g22_c04,/train/BabyCrawling/v_BabyCrawling_g22_c04.avi,BabyCrawling
v_BabyCrawling_g14_c03,/train/BabyCrawling/v_BabyCrawling_g14_c03.avi,BabyCrawling
v_BabyCrawling_g20_c04,/train/BabyCrawling/v_BabyCrawling_g20_c04.avi,BabyCrawling
v_BabyCrawling_g13_c04,/train/BabyCrawling/v_BabyCrawling_g13_c04.avi,BabyCrawling
v_BabyCrawling_g13_c01,/train/BabyCrawling/v_BabyCrawling_g13_c01.avi,BabyCrawling
v_BabyCrawling_g01_c02,/train/BabyCrawling/v_BabyCrawling_g01_c02.avi,BabyCrawling
v_BabyCrawling_g13_c02,/train/BabyCrawling/v_BabyCrawling_g13_c02.avi,BabyCrawling
v_BabyCrawling_g07_c01,/train/BabyCrawling/v_BabyCrawling_g07_c01.avi,BabyCrawling
v_BabyCrawling_g11_c01,/train/BabyCrawling/v_BabyCrawling_g11_c01.avi,BabyCrawling
v_BabyCrawling_g02_c04,/train/BabyCrawling/v_BabyCrawling_g02_c04.avi,BabyCrawling
